,price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
286,1900,1999,ford ranger,excellent,6,gas,191135,automatic,truck,yellow,1,2018-08-02,26
287,5999,2002,bmw x5,excellent,6,gas,153000,automatic,SUV,white,1,2018-05-23,82
288,6999,2006,acura tl,excellent,6,gas,169269,automatic,sedan,white,0,2018-09-15,28
289,8600,2012,ford mustang,excellent,6,gas,126000,automatic,coupe,black,0,2018-06-07,45
290,7997,2009,gmc yukon,excellent,8,gas,0,automatic,SUV,white,1,2019-03-16,88
291,28000,2017,chevrolet silverado,like new,8,gas,53000,automatic,truck,white,1,2019-01-17,91
292,10977,2015,nissan rogue,excellent,4,gas,66003,automatic,SUV,grey,0,2019-02-16,77
293,25000,2015,chevrolet silverado,good,8,gas,150000,automatic,truck,white,1,2019-03-08,75
294,4000,2002,ford escape,good,6,gas,98000,automatic,SUV,silver,1,2019-01-27,11
295,18400,1975,chevrolet corvette,excellent,8,gas,18000,automatic,coupe,orange,0,2019-01-06,41
296,12500,2017,subaru impreza,like new,4,gas,25000,automatic,wagon,grey,1,2019-02-18,78
297,8900,2012,ford fusion,excellent,4,gas,40062,automatic,sedan,white,1,2018-06-15,30
298,5900,2013,nissan altima,good,4,gas,57075,automatic,sedan,white,0,2019-02-22,44
299,18875,2015,ford explorer,good,6,gas,83823,automatic,SUV,white,0,2019-01-27,13
300,34275,2018,jeep wrangler,good,6,gas,27403,automatic,SUV,black,1,2018-12-23,11
301,11675,2012,gmc acadia,good,6,gas,113417,automatic,SUV,white,1,2018-11-16,39
302,24995,2016,subaru outback,good,6,gas,32889,automatic,SUV,grey,1,2018-11-06,48
303,11375,2012,toyota sienna,good,6,gas,135907,automatic,van,silver,0,2018-10-03,9
304,4700,2014,kia soul,good,4,gas,93324,manual,sedan,white,0,2019-01-14,50
305,15900,2011,jeep wrangler,good,6,gas,163943,automatic,SUV,black,1,2018-07-04,61
306,14700,2017,nissan altima,excellent,4,gas,100319,automatic,sedan,black,0,2019-04-03,15
307,4975,2010,ford explorer,good,6,gas,55486,automatic,SUV,blue,1,2018-08-09,108
308,5500,2001,nissan frontier,good,6,gas,125000,manual,pickup,black,1,2019-01-20,11
309,8950,2011,toyota camry,good,6,gas,130000,automatic,sedan,black,0,2019-01-23,40
310,19500,2010,ford f-150,good,8,gas,64200,automatic,truck,custom,1,2019-01-16,52
311,24998,2006,chevrolet silverado 2500hd,excellent,8,diesel,181787,automatic,truck,black,1,2019-04-05,94
312,6995,2011,nissan rogue,excellent,4,gas,118802,automatic,SUV,blue,1,2018-11-11,23
313,5495,2005,honda cr-v,good,4,gas,124000,automatic,SUV,silver,0,2019-03-30,114
314,5495,2009,honda accord,good,4,gas,118791,automatic,sedan,black,0,2018-11-09,114
315,9500,2011,nissan maxima,like new,6,gas,105000,automatic,sedan,white,0,2018-08-10,42
316,6500,1996,chevrolet corvette,good,8,gas,114300,automatic,coupe,red,0,2018-12-13,55
317,27995,2017,chevrolet silverado 1500,excellent,8,gas,72965,automatic,truck,black,1,2018-07-23,42
318,8995,2012,honda accord,excellent,4,gas,112713,automatic,sedan,red,0,2018-10-30,25
319,10995,2007,chevrolet tahoe,good,8,gas,162999,automatic,SUV,grey,1,2018-11-09,24
320,19500,2014,ford f-150,excellent,6,gas,95000,automatic,truck,blue,1,2018-09-06,84
321,8600,2013,kia sorento,good,4,gas,110367,automatic,SUV,blue,1,2018-10-12,7
322,8290,2011,hyundai sonata,excellent,4,gas,66501,automatic,sedan,silver,0,2018-12-07,34
323,8950,2011,toyota camry,good,4,gas,133018,automatic,sedan,red,0,2018-07-17,79
324,6995,2012,dodge grand caravan,good,6,gas,160501,automatic,mini-van,black,0,2019-02-07,22
325,13990,2013,ram 1500,excellent,8,gas,107871,automatic,truck,blue,1,2018-10-11,27
326,14900,2008,jeep wrangler,good,6,gas,149167,automatic,SUV,custom,1,2019-01-06,18
327,4800,2004,toyota sienna,excellent,6,gas,143000,automatic,van,silver,0,2018-06-02,17
328,22975,2012,ram 2500,excellent,6,diesel,119546,automatic,pickup,white,1,2019-01-24,34
329,9500,2005,jeep wrangler,excellent,6,gas,151000,automatic,SUV,silver,1,2019-03-18,32
330,20000,2016,ram 1500,excellent,8,gas,107871,automatic,truck,blue,0,2018-08-13,25
331,5950,2015,ford focus,like new,4,gas,36000,automatic,hatchback,silver,0,2018-08-23,110
332,2700,2000,ford mustang,good,6,gas,140000,manual,coupe,red,0,2019-02-15,16
333,288,2018,nissan altima,excellent,4,gas,40277,automatic,sedan,silver,0,2018-10-19,37
334,700,2000,ford focus,fair,4,gas,221000,manual,sedan,blue,0,2018-05-18,38
335,5725,2004,toyota corolla,good,4,gas,103889,automatic,sedan,silver,0,2018-08-06,77
336,5890,2004,chevrolet suburban,good,8,gas,136801,automatic,SUV,blue,0,2018-11-01,59
337,22975,2011,ram 2500,excellent,6,diesel,119546,automatic,pickup,white,1,2019-02-01,9
338,9950,2009,bmw x5,excellent,6,gas,105621,automatic,SUV,silver,1,2018-11-12,30
339,3150,2003,gmc sierra 1500,good,8,gas,163000,automatic,pickup,red,0,2019-02-08,16
340,7995,2008,chevrolet silverado,good,6,gas,146000,automatic,pickup,white,0,2019-02-26,140
341,8900,2015,ford explorer,good,6,gas,124767,automatic,SUV,black,1,2018-06-06,96
342,21900,2017,jeep wrangler unlimited,good,6,gas,37873,manual,SUV,blue,1,2018-06-07,15
343,4998,2010,toyota corolla,good,4,gas,44442,automatic,sedan,grey,0,2019-04-19,12
344,4975,2014,toyota corolla,good,4,gas,86722,manual,sedan,silver,0,2019-01-29,34
345,3995,2011,nissan versa,good,4,gas,98783,manual,sedan,black,0,2018-09-21,18
346,4995,2013,hyundai elantra,good,4,gas,65557,automatic,sedan,grey,0,2019-03-01,8
347,14900,2017,nissan frontier,good,6,gas,25462,automatic,pickup,grey,1,2018-09-01,30
348,4750,2011,chrysler 200,good,6,gas,42446,automatic,sedan,blue,0,2018-12-16,34
349,7850,2016,dodge grand caravan,good,6,gas,56635,automatic,mini-van,grey,0,2018-05-31,6
350,12900,2017,nissan frontier,good,6,gas,34096,automatic,pickup,black,1,2019-03-01,9
351,8950,2013,ford focus se,excellent,4,gas,63380,automatic,sedan,white,0,2018-08-08,36
352,8995,2014,chevrolet equinox,excellent,6,gas,178490,automatic,SUV,silver,1,2019-01-10,6
353,5000,2008,volkswagen passat,excellent,4,gas,91600,automatic,sedan,silver,0,2018-12-25,22
354,7995,2012,kia soul,good,4,gas,69910,automatic,sedan,white,0,2018-07-29,12
355,47995,2018,jeep wrangler unlimited,good,6,gas,22824,manual,SUV,black,1,2018-05-07,21
356,14813,2016,toyota corolla,good,4,gas,65139,automatic,sedan,black,0,2018-05-29,6
357,12599,2011,ford edge,good,6,gas,103000,automatic,sedan,silver,1,2019-02-20,11
358,19999,2012,ram 1500,excellent,8,gas,107871,automatic,pickup,silver,1,2019-01-25,31
359,16499,2014,jeep cherokee,excellent,6,gas,117357,automatic,SUV,blue,1,2019-03-23,27
360,1000,2008,ford f150,salvage,8,gas,285000,automatic,pickup,white,0,2018-10-19,19
361,11500,2011,chevrolet silverado 1500,good,8,gas,120000,automatic,pickup,blue,0,2019-01-05,23
362,9495,2016,kia soul,excellent,4,gas,108761,manual,sedan,grey,0,2018-07-10,67
363,4675,2007,toyota prius,good,4,hybrid,213211,automatic,hatchback,custom,0,2018-12-26,7
364,11000,2012,ford f-150,good,8,gas,121928,automatic,truck,white,1,2018-09-11,21
365,13500,2004,gmc sierra 2500hd,excellent,8,gas,177000,automatic,truck,grey,1,2018-10-09,37
366,5500,2005,ram 2500,good,8,gas,211000,automatic,pickup,white,1,2019-02-07,39
367,14088,2014,ford mustang,good,6,gas,52779,manual,coupe,grey,0,2018-10-23,73
368,4995,2001,subaru forester,excellent,4,gas,109021,automatic,SUV,grey,1,2019-04-06,53
369,3995,2006,volkswagen jetta,excellent,4,diesel,271914,manual,sedan,grey,0,2018-07-03,7
370,8995,2009,buick enclave,excellent,6,gas,124567,automatic,SUV,purple,1,2018-06-10,25
371,14788,2016,nissan sentra,good,4,gas,87385,automatic,sedan,silver,0,2018-10-22,28
372,9988,2014,chevrolet cruze,good,4,gas,75716,automatic,sedan,blue,0,2018-06-03,33
373,4250,2008,honda odyssey,good,6,gas,222235,automatic,mini-van,white,0,2018-08-14,33
374,6000,2000,chevrolet corvette,good,8,gas,96500,manual,coupe,white,0,2019-03-01,54
375,3995,2001,bmw x5,excellent,8,gas,190108,automatic,SUV,white,1,2019-02-27,60
376,18000,2006,ram 3500,good,6,diesel,169847,automatic,truck,silver,1,2019-04-14,69
377,1500,2001,ford f-150,fair,8,gas,121928,automatic,pickup,red,1,2018-06-30,37
378,4750,2010,honda civic,excellent,4,gas,149000,automatic,sedan,brown,0,2018-06-02,104
379,8990,2016,nissan rogue,excellent,4,gas,121635,automatic,SUV,grey,0,2018-12-14,1
380,27000,2015,ram 2500,excellent,8,gas,62500,automatic,truck,blue,1,2019-04-03,120
381,4290,2005,subaru outback,good,4,gas,134524,automatic,hatchback,silver,1,2018-12-18,81
382,24200,2019,chevrolet camaro lt coupe 2d,good,6,gas,11438,other,coupe,grey,0,2019-04-09,39
383,5000,2000,chevrolet tahoe,good,8,gas,132728,automatic,SUV,silver,1,2018-11-20,20
384,29667,2013,ford f-150,excellent,8,gas,41350,automatic,pickup,black,1,2019-03-04,15
385,34000,2016,chevrolet camaro,new,8,gas,3396,automatic,coupe,red,0,2018-12-17,14
386,21900,2013,ford f-250 sd,good,6,diesel,243000,automatic,truck,white,1,2018-06-14,5
387,8250,2011,chevrolet silverado 1500,good,8,gas,177000,automatic,pickup,white,1,2019-01-05,20
388,38000,2016,ford f250,excellent,8,diesel,88100,automatic,truck,silver,1,2018-08-20,6
389,18998,2011,ram 3500,good,6,diesel,245000,automatic,pickup,red,1,2019-03-25,23
390,6990,2012,dodge grand caravan,excellent,6,gas,93198,automatic,mini-van,red,0,2019-02-28,29
391,20500,2016,ram 1500,excellent,8,gas,107871,automatic,pickup,white,1,2018-10-06,97
392,13900,2009,gmc sierra 1500,good,8,gas,123000,automatic,truck,silver,1,2018-10-30,9
393,26900,2015,toyota tacoma,excellent,6,gas,125000,automatic,pickup,silver,1,2018-05-08,4
394,9595,2008,jeep wrangler,like new,6,gas,99915,manual,truck,blue,0,2018-05-22,66
395,4695,2007,honda accord,excellent,4,gas,140000,automatic,coupe,silver,0,2018-10-19,17
396,13500,2016,hyundai sonata,good,6,gas,67000,automatic,sedan,blue,0,2018-09-29,6
397,14500,2013,ford f-250 sd,good,8,gas,185843,automatic,truck,black,1,2018-05-12,33
398,3900,2008,toyota corolla,excellent,4,gas,104300,automatic,sedan,brown,0,2018-07-23,58
399,30900,2013,gmc sierra 2500hd,good,8,diesel,105808,automatic,truck,white,1,2018-11-18,51
400,2900,2008,nissan sentra,good,4,gas,159000,automatic,sedan,white,0,2018-07-13,26
401,3500,2008,ford explorer,like new,6,gas,124767,automatic,SUV,white,1,2018-07-15,109
402,11995,2009,chevrolet silverado 1500,good,8,gas,142498,automatic,pickup,grey,1,2019-01-29,28
403,10495,2013,toyota camry,excellent,4,gas,111337,automatic,other,grey,0,2019-01-15,17
404,8995,2006,dodge dakota,like new,6,gas,50000,automatic,truck,black,0,2018-08-29,24
405,21195,2014,chevrolet silverado 1500,excellent,8,other,120000,automatic,pickup,red,1,2018-08-08,12
406,6000,2010,toyota prius,excellent,4,hybrid,142451,automatic,hatchback,white,0,2018-07-05,18
407,10995,2013,honda cr-v,excellent,4,gas,139857,automatic,SUV,brown,0,2019-04-07,20
408,6995,2011,honda civic lx,excellent,4,gas,97874,automatic,sedan,grey,0,2018-05-01,17
409,2650,2006,nissan altima,good,4,gas,104000,automatic,sedan,brown,0,2018-08-30,32
410,2700,2007,ford focus,excellent,4,gas,140000,automatic,wagon,brown,0,2019-02-16,36
411,4000,2008,toyota camry,good,4,gas,173000,automatic,sedan,blue,0,2019-03-02,12
412,14900,2014,jeep grand cherokee laredo,good,6,gas,30235,automatic,SUV,brown,1,2018-07-22,49
413,6300,2003,toyota rav4,excellent,4,gas,107,automatic,SUV,red,1,2018-09-16,24
414,3495,2009,dodge grand caravan,good,6,gas,187000,automatic,mini-van,green,0,2019-03-06,22
415,25000,2010,ram 3500,good,6,diesel,212762,automatic,truck,silver,1,2018-06-09,11
416,19999,2007,ram 3500,good,6,diesel,172318,automatic,truck,white,1,2019-04-12,35
417,32000,2017,chevrolet silverado,like new,8,gas,29613,automatic,truck,white,1,2019-04-08,74
418,4900,2007,ford f-150,good,8,gas,121928,automatic,pickup,grey,1,2018-11-24,32
419,2500,2012,nissan altima,fair,4,gas,81000,automatic,sedan,silver,0,2018-12-16,18
420,7995,2012,nissan altima,good,4,gas,119000,automatic,sedan,black,0,2018-08-12,48
421,5995,2006,ford f250 super duty,excellent,8,gas,180000,automatic,truck,red,0,2018-11-02,23
422,5495,2011,subaru impreza,like new,4,gas,128000,manual,sedan,silver,1,2018-10-16,47
423,4200,2007,toyota camry,good,4,gas,130000,automatic,sedan,grey,0,2018-07-21,18
424,9990,2014,ford mustang,excellent,6,gas,79435,automatic,coupe,black,0,2018-08-26,28
425,21999,2005,ram 2500,good,6,diesel,99784,automatic,truck,black,1,2018-10-09,44
426,12495,2018,ford fusion,excellent,4,gas,45694,automatic,other,grey,0,2018-06-26,35
427,5500,2012,nissan frontier,salvage,6,gas,120000,automatic,truck,white,1,2018-05-20,9
428,6995,2010,honda accord,good,4,gas,131000,automatic,sedan,black,0,2019-02-10,25
429,6995,2013,ford focus,good,4,gas,85742,automatic,hatchback,white,0,2018-12-16,24
430,4025,2008,toyota camry,good,4,gas,130000,automatic,sedan,custom,0,2018-08-04,29
431,9800,2015,honda civic,excellent,4,gas,15000,automatic,sedan,black,0,2018-07-06,61
432,3800,2010,ford fusion,excellent,4,gas,170000,automatic,sedan,silver,0,2019-01-25,28
433,19988,2011,jeep wrangler,good,6,gas,116049,manual,SUV,white,1,2018-10-26,13
434,4500,2008,honda accord,good,6,gas,197023,automatic,sedan,white,0,2018-06-05,23
435,6200,2011,honda civic,good,4,gas,121000,automatic,sedan,grey,0,2018-05-07,64
436,5400,2008,honda civic,good,4,gas,125490,automatic,sedan,silver,0,2018-11-03,61
437,19988,2010,gmc sierra 1500,good,8,gas,183917,automatic,truck,black,1,2019-02-16,54
438,2800,2007,hyundai sonata,good,4,gas,105976,automatic,sedan,blue,0,2018-10-11,42
439,6000,2015,nissan versa,excellent,4,gas,41223,manual,sedan,black,0,2019-02-12,92
440,4800,2013,chevrolet cruze,good,4,gas,158074,automatic,sedan,black,0,2018-09-26,23
441,46988,2018,ford f-250 sd,good,8,gas,18312,automatic,truck,white,1,2018-07-08,16
442,15995,2015,chevrolet camaro,excellent,6,gas,69683,automatic,coupe,grey,0,2019-04-09,59
443,3499,2010,toyota camry,good,4,gas,227456,automatic,sedan,red,0,2019-02-27,49
444,12900,2017,nissan altima,good,4,gas,45096,automatic,sedan,silver,0,2018-12-20,80
445,4500,2011,chevrolet cruze,good,4,gas,113893,manual,sedan,silver,0,2019-02-24,22
446,13990,2006,chevrolet silverado 2500hd,excellent,8,diesel,175192,automatic,pickup,grey,1,2018-05-08,27
447,9700,2004,chevrolet silverado 2500hd,excellent,8,gas,147888,automatic,truck,blue,1,2018-05-20,49
448,35988,2016,ford f-350 sd,good,8,diesel,182079,automatic,truck,black,1,2018-12-31,34
449,3995,2000,ford f-150,good,6,gas,142000,manual,truck,red,0,2018-09-04,35
450,5995,2006,ford f-150,good,6,gas,121928,automatic,pickup,white,0,2019-02-21,49
451,35000,2013,chevrolet silverado,good,8,diesel,85000,automatic,truck,white,1,2018-09-14,17
452,7800,1997,toyota tacoma,good,6,gas,212234,automatic,truck,white,1,2018-06-28,89
453,20000,2008,chrysler town & country,excellent,6,gas,73561,automatic,mini-van,blue,0,2018-12-17,36
454,17995,2017,ford focus,good,4,gas,96479,manual,hatchback,white,0,2018-10-10,34
455,7995,2007,ford mustang,good,6,gas,115136,automatic,coupe,white,0,2019-02-22,13
456,2000,2007,jeep liberty,fair,8,gas,128000,automatic,SUV,red,1,2018-10-13,11
457,8990,2008,chevrolet colorado,excellent,5,gas,120477,automatic,pickup,black,1,2018-08-07,78
458,18900,2013,chevrolet silverado,excellent,8,gas,158353,automatic,truck,blue,1,2018-06-05,7
459,12900,2012,chevrolet silverado,excellent,8,gas,154029,automatic,truck,silver,0,2018-06-03,58
460,7900,2008,gmc sierra,good,8,gas,199000,automatic,pickup,blue,1,2019-03-06,29
461,9900,2018,nissan versa,excellent,4,gas,92953,automatic,sedan,silver,0,2019-01-03,56
462,17800,2015,chevrolet silverado,excellent,8,gas,159105,automatic,truck,white,0,2019-03-05,61
463,7800,2007,toyota 4runner,like new,6,gas,156000,automatic,SUV,black,1,2019-01-27,30
464,13600,2015,chevrolet colorado,excellent,4,gas,106530,automatic,truck,white,0,2018-08-20,56
465,19900,2011,gmc yukon,excellent,8,gas,82563,automatic,SUV,white,1,2019-03-11,30
466,11900,2011,ford ranger,excellent,6,gas,116849,automatic,truck,white,0,2018-10-27,21
467,6500,2007,chevrolet colorado,excellent,5,gas,45180,automatic,truck,white,0,2019-01-20,10
468,6900,2007,toyota 4runner,excellent,8,gas,218629,automatic,SUV,silver,0,2018-11-30,76
469,10700,2007,chevrolet silverado 1500,excellent,8,gas,170304,automatic,truck,red,1,2019-01-20,48
470,7900,2001,jeep wrangler,excellent,4,gas,231089,manual,SUV,yellow,1,2018-11-28,128
471,7490,2010,ford mustang,excellent,6,gas,108509,automatic,coupe,red,0,2018-08-01,15
472,7900,2015,volkswagen jetta,like new,4,gas,82000,automatic,sedan,black,1,2019-01-17,12
473,13695,2011,chevrolet camaro,excellent,6,gas,124964,automatic,coupe,black,0,2019-02-25,110
474,26000,2016,chevrolet silverado 2500hd,like new,8,gas,139147,automatic,truck,white,0,2018-06-22,28
475,22495,2017,toyota tacoma,like new,4,gas,17776,automatic,truck,black,0,2018-09-09,30
476,13990,2009,chevrolet silverado 1500,good,8,gas,120000,automatic,truck,silver,1,2018-08-03,113
477,23955,2015,chevrolet silverado 2500hd,excellent,8,gas,80425,automatic,truck,white,1,2018-12-18,21
478,6500,1998,jeep wrangler,excellent,4,gas,94000,automatic,SUV,white,1,2018-07-03,20
479,18995,2014,chevrolet tahoe,excellent,8,gas,119424,automatic,SUV,black,0,2018-12-17,10
480,6500,2008,toyota corolla,excellent,4,gas,101887,automatic,sedan,red,0,2018-07-15,26
481,25495,2017,chevrolet silverado,excellent,6,gas,89884,automatic,truck,white,1,2019-02-26,10
482,14995,2007,chevrolet silverado 2500hd,good,8,gas,100064,automatic,pickup,black,1,2018-08-19,11
483,7900,2012,honda civic lx,excellent,4,gas,99084,automatic,sedan,white,0,2018-10-29,61
484,4900,2010,ford escape,excellent,6,gas,125000,automatic,SUV,blue,1,2019-03-22,36
485,16995,2017,ford explorer,excellent,6,gas,124767,automatic,other,black,1,2018-06-16,54
486,8500,2014,nissan frontier,excellent,4,gas,105252,manual,pickup,silver,0,2018-07-16,16
487,10500,2010,gmc sierra,good,8,gas,148000,automatic,pickup,blue,1,2018-12-10,11
488,12995,2013,chevrolet suburban,excellent,8,gas,187356,automatic,SUV,silver,1,2018-05-21,21
489,15995,2013,ford f250,excellent,8,gas,148000,automatic,truck,white,0,2018-10-04,23
490,3500,2004,nissan maxima,like new,6,gas,132000,automatic,sedan,white,0,2019-03-16,26
491,7900,2008,toyota highlander,excellent,6,gas,114720,automatic,SUV,silver,0,2018-09-21,129
492,17500,2013,ford f-150,excellent,6,gas,121928,automatic,pickup,blue,1,2018-10-15,75
493,15750,2016,ford fusion,excellent,4,gas,41272,automatic,sedan,silver,1,2019-04-15,10
494,13000,2011,honda pilot,excellent,6,gas,123048,automatic,SUV,grey,1,2018-07-19,3
495,18500,2018,ford escape,excellent,4,gas,36130,automatic,SUV,white,1,2018-07-15,71
496,18000,2013,ford f-150,excellent,8,gas,92431,automatic,pickup,silver,0,2018-10-29,79
497,10995,2010,toyota camry,good,10,gas,130000,automatic,sedan,grey,0,2018-10-07,39
498,12900,2006,jeep wrangler,good,6,gas,147555,automatic,SUV,white,1,2018-08-19,12
499,13750,2017,ford escape,excellent,4,gas,88136,automatic,SUV,white,1,2018-10-15,48
500,6400,2014,ford focus,good,4,gas,96667,automatic,sedan,white,0,2019-02-16,6
501,1850,2003,volkswagen passat,excellent,4,gas,170000,automatic,sedan,grey,0,2018-07-29,11
502,5900,2007,jeep grand cherokee laredo,excellent,6,gas,147620,automatic,SUV,black,1,2018-12-28,65
503,5500,2011,subaru impreza,good,4,gas,140312,automatic,sedan,red,1,2019-04-15,48
504,16000,2013,ford f-150,excellent,6,gas,83000,automatic,truck,blue,1,2018-05-26,41
505,3200,2006,honda civic,good,4,gas,129000,automatic,coupe,silver,0,2018-07-29,18
506,8500,2005,chevrolet silverado 1500,excellent,8,gas,151366,automatic,pickup,red,1,2018-09-03,39
507,24995,2016,gmc sierra 1500,good,8,gas,117000,automatic,truck,white,1,2019-04-01,67
508,13000,2014,ford mustang,excellent,6,gas,55710,automatic,convertible,grey,0,2019-02-25,33
509,18900,2019,toyota camry le,like new,4,gas,13355,automatic,sedan,white,0,2019-02-09,55
510,13995,2013,toyota highlander,excellent,6,gas,110701,automatic,SUV,white,1,2019-02-09,43
511,7999,2010,honda accord,like new,4,gas,91,automatic,sedan,silver,0,2018-07-23,18
512,35900,2018,jeep wrangler unlimited,excellent,4,gas,17941,automatic,SUV,grey,1,2018-06-18,22
513,26900,2015,toyota tacoma,excellent,6,gas,53390,automatic,truck,blue,1,2018-08-25,33
